,features,lables
2639,South Africa 's trip to Kanpur for the third test against India has given former England test cricketer Bob Woolmer the chance of a sentimental return to his birthplace .,B-LOC I-LOC O O O B-LOC O O O O O B-LOC O O O B-LOC O O B-PER I-PER O O O O O O O O O O
2640,Woolmer was born in the northern city of Kanpur when his father worked there for an insurance compnay and was himself an active cricketer .,B-PER O O O O O O O B-LOC O O O O O O O O O O O O O O O O
2641,""" It 's been a sentimental journey ...",O O O O O O O O
2642,"A visit to India is always an intriguing experience , "" Woolmer , now the South African coach , said on Saturday .",O O O B-LOC O O O O O O O B-PER O O O B-MISC I-MISC O O O O O O
2643,"Woolmer , 48 , played 19 tests for England between 1975 and 1981 .",B-PER O O O O O O O B-LOC O O O O O
2644,His first cricketing sojurn to India was as a member of Tony Greig 's England side in 1976-77 .,O O O O O B-LOC O O O O O B-PER I-PER O B-LOC O O O O
2645,"His father Clarence Woolmer represented United Province , now renamed Uttar Pradesh , in India 's Ranji Trophy national championship and captained the state during 1949 .",O O B-PER I-PER O B-LOC I-LOC O O O B-LOC I-LOC O O B-LOC O B-MISC I-MISC O O O O O O O O O
2646,"Now aged 86 , Woolmer senior lives with his son in Cape Town .",O O O O B-PER O O O O O O B-LOC I-LOC O
2647,Woolmer 's memories of Kanpur are few and blurred .,B-PER O O O B-LOC O O O O O
2648,""" I do n't remember much of the place , "" he said . """,O O O O O O O O O O O O O O O
2649,I came here on zero and left at three ( aged three ) when my father was transferred to Calcutta where I spent another four and half years .,O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O
2650,""" But I do remember we had a cobra snake in the basement of our house .",O O O O O O O O O O O O O O O O O
2651,"Also that my father bought a bicycle and when we rode over a hose pipe it broke into two . """,O O O O O O O O O O O O O O O O O O O O O
2652,Woolmer said the hospital where he was born is close to the stadium where the India-South Africa test will be played .,B-PER O O O O O O O O O O O O O O B-MISC I-MISC O O O O O
2653,-DOCSTART- FREESTYLE SKIING-WORLD CUP AERIALS RESULTS .,O O B-MISC I-MISC O O O
2654,"TIGNES , France 1996-12-07",B-LOC O B-LOC O
2655,Results of the World Cup,O O O B-MISC I-MISC
2656,freestyle skiing aerials competition on Saturday :,O O O O O O O
2657,Men :,O O
2658,1. Alexis Blanc ( France ) 238.36 points,O B-PER I-PER O B-LOC O O O
2659,2. Sebastien Foucras ( France ) 223.60,O B-PER I-PER O B-LOC O O
2660,3. Jeff Bean ( Canada ) 209.96,O B-PER I-PER O B-LOC O O
2661,4. Eric Bergoust ( U.S ) 207.15,O B-PER I-PER O B-LOC O O
2662,5. Christian Rijavec ( Austria ) 204.17,O B-PER I-PER O B-LOC O O
2663,6. Alexandre Mikhailov ( Russia ) 202.59,O B-PER I-PER O B-LOC O O
2664,7. Ales Valenta ( Czech Republic ) 194.02,O B-PER I-PER O B-LOC I-LOC O O
2665,8. Andy Capicik ( Canada ) 193.82,O B-PER I-PER O B-LOC O O
2666,9. Trace Worthington ( U.S. ) 192.36,O B-PER I-PER O B-LOC O O
2667,10. Dmitri Dashinski Belarus ) 190.70,O B-PER I-PER B-LOC O O
2668,Women :,O O
2669,1. Veronica Brenner ( Canada ) 170.42,O B-PER I-PER O B-LOC O O
2670,2. Karin Kuster ( Switzerland ) 160.55,O B-PER I-PER O B-LOC O O
2671,3. Evelyne Leu ( Switzerland ) 160.36,O B-PER I-PER O B-LOC O O
2672,4. Caroline Olivier ( Canada ) 157.10,O B-PER I-PER O B-LOC O O
2673,5. Jacqui Cooper ( Australia ) 156.52,O B-PER I-PER O B-LOC O O
2674,6. Marie Lindgren ( Sweden ) 154.82,O B-PER I-PER O B-LOC O O
2675,7. Dan Cuo ( China ) 154.61,O B-PER I-PER O B-LOC O O
2676,8. Kristie Marshall ( Australia ) 154.60,O B-PER I-PER O B-LOC O O
2677,9. Xu Nannan ( China ) 152.08,O B-PER I-PER O B-LOC O O
2678,10. Hilde Synnove Lid ( Norway ) 148.20,O B-PER I-PER I-PER O B-LOC O O
2679,-DOCSTART- SKI JUMPING-LEADING WORLD CUP RESULTS / STANDINGS .,O O O B-MISC I-MISC O O O O
2680,"KUUSAMO , Finland 1996-12-07",B-LOC O B-LOC O
2681,Leading results in a,O O O O
2682,World Cup high hill ( 120-metre ) ski jumping event on Saturday :,B-MISC I-MISC O O O O O O O O O O O
2683,1. Takanobu Okabe ( Japan ) 303.4 points ( first jump,O B-PER I-PER O B-LOC O O O O O O
2684,145.4 / second jump 158 ),O O O O O O
2685,2. Kazuyoshi Funaki ( Japan ) 295.4 ( 151.5 / 143.9 ),O B-PER I-PER O B-LOC O O O O O O O
2686,3. Andreas Goldberger ( Austria ) 274.4 ( 144.4 / 130 ),O B-PER I-PER O B-LOC O O O O O O O
2687,4. Dieter Thoma ( Germany ) 267 ( 141.6 / 124.4 ),O B-PER I-PER O B-LOC O O O O O O O
2688,5. Ari-Pekka Nikkola ( Finland ) 256.4 ( 126 / 130.4 ),O B-PER I-PER O B-LOC O O O O O O O
2689,6. Reinhard Schwarzenberger ( Austria ) 252.6 ( 119.7 / 132.9 ),O B-PER I-PER O B-LOC O O O O O O O
2690,7. Noriaki Kasai ( Japan ) 242 ( 124.2 / 117.8 ),O B-PER I-PER O B-LOC O O O O O O O
2691,8. Hiroya Saitoh ( Japan ) 234.7 ( 124.6 / 110.1 ),O B-PER I-PER O B-LOC O O O O O O O
2692,9. Jani Soininen ( Finland ) 231.5 ( 115 / 116.5 ),O B-PER I-PER O B-LOC O O O O O O O
2693,10. Kristian Brenden ( Norway ) 228.1 ( 129.4 / 98.7 ),O B-PER I-PER O B-LOC O O O O O O O
2694,Leading World Cup standings ( after three events ) :,O B-MISC I-MISC O O O O O O O
2695,1. Thoma 210 points,O B-PER O O
2696,2. Brenden 206,O B-PER O
2697,3. Goldberger 160,O B-PER O
2698,4. Okabe 146,O B-PER O
2699,5. Funaki 143,O B-PER O
2700,6. Saitoh 121,O B-PER O
2701,7. Espen Bredesen ( Norway ) 112,O B-PER I-PER O B-LOC O O
2702,8. Nikkola 101,O B-PER O
2703,9. Soininen 85,O B-PER O
2704,10. Primoz Peterka ( Slovakia ) 76,O B-PER I-PER O B-LOC O O
2705,-DOCSTART- BADMINTON - WORLD GRAND PRIX SEMIFINAL RESULTS .,O O O B-MISC I-MISC I-MISC O O O
2706,"TEMBAU DENPASAR , Bali 1996-12-07",B-LOC I-LOC O B-LOC O
2707,Results of,O O
2708,semifinals at the World Grand Prix finals on Saturday :,O O O B-MISC I-MISC I-MISC O O O O
2709,Men 's singles,O O O
2710,Fung Permadi ( Taiwan ) beat Indra Wijaya ( Indonesia ) 15-6 15-8,B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
2711,Sun Jun ( China ) beat Allan Budi Kusuma ( Indonesia ) 15-9 15-10,B-PER I-PER O B-LOC O O B-PER I-PER I-PER O B-LOC O O O
2712,Women 's singles,O O O
2713,Susi Susanti ( Indonesia ) beat Camilla Martin ( Denmark ) 11-1,B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O
2714,11-3,O
2715,Ye Zhaoying ( China ) beat Gong Zhichao ( China ) 11-8 11-3,B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
2716,-DOCSTART- SPEED SKATING-RESULTS OF WORLD CUP SPEED SKATING RACES .,O O O O B-MISC I-MISC O O O O
2717,"CHONJU , South Korea 1996-12-07",B-LOC O B-LOC I-LOC O
2718,Results on the first day of the World Cup speed skating races here on Saturday .,O O O O O O O B-MISC I-MISC O O O O O O O
2719,Men 's 500 metres first round : 1 .,O O O O O O O O O
2720,Horii Manabu ( Japan ) 37.23 seconds ; 2 .,B-PER I-PER O B-LOC O O O O O O
2721,Jaegal Sung-Yeol ( South Korea ) 37.46 ; 3 .,B-PER I-PER O B-LOC I-LOC O O O O O
2722,Grunde Njos ( Norway ) 37.49 ; 4 .,B-PER I-PER O B-LOC O O O O O
2723,Shimizu Hiroyasu ( Japan ) 37.68 ; 5 .,B-PER I-PER O B-LOC O O O O O
2724,Sergey Klevchenya ( Russia ) 37.86 ; 6 .,B-PER I-PER O B-LOC O O O O O
2725,Yamakage Hiroaki ( Japan ) 37.93 ; 7 .,B-PER I-PER O B-LOC O O O O O
2726,Casey Fitzrandolph ( US ) 37.97 ; 8 .,B-PER I-PER O B-LOC O O O O O
2727,Sylvain Bouchard ( Canada ) 38.00 ; 9 .,B-PER I-PER O B-LOC O O O O O
2728,Kim Yoon-man ( South Korea ) 38.05 ; 10 .,B-PER I-PER O B-LOC I-LOC O O O O O
2729,Inoue Junichi ( Japan ) 38.08 .,B-PER I-PER O B-LOC O O O
2730,Women 's 500 metres first round : 1 .,O O O O O O O O O
2731,Xuc Rulhong ( China ) 40.78 ; 2 .,B-PER I-PER O B-LOC O O O O O
2732,Svetlana Jhurova ( Russia ) 41.08 ; 3 .,B-PER I-PER O B-LOC O O O O O
2733,Franziska Schenk ( Germany ) 41.13 ; 4 .,B-PER I-PER O B-LOC O O O O O
2734,Okazaki Tomomi ( Japan ) 41.19 ; 5 .,B-PER I-PER O B-LOC O O O O O
2735,Shimazaki Kyoko ( Japan ) 41.45 ; 6 .,B-PER I-PER O B-LOC O O O O O
2736,Marianne Timmer ( Netherlands ) 41.58 ; 7 .,B-PER I-PER O B-LOC O O O O O
2737,Jin Hua ( China ) 41.59 ; 8 .,B-PER I-PER O B-LOC O O O O O
2738,Alena Koroleva ( Russia ) 41.64 ; 9 .,B-PER I-PER O B-LOC O O O O O
2739,Chris Witty ( US ) 41.75 ; 10 .,B-PER I-PER O B-LOC O O O O O
2740,Anke Baler ( Germany ) 41.76 .,B-PER I-PER O B-LOC O O O
2741,"Men 's 1,000 metres first round :",O O O O O O O
2742,1. Sylvain Bouchard ( Canada ) 1 minute 16.24 seconds,O B-PER I-PER O B-LOC O O O O O
2743,2. Sergey Klevchenya ( Russia ) 1:16.31,O B-PER I-PER O B-LOC O O
2744,3. Jan Bos ( Netherlands ) 1:16.38,O B-PER I-PER O B-LOC O O
2745,4. Grunde Njos ( Norway ) 1:16.44,O B-PER I-PER O B-LOC O O
2746,5. Lee Kyou-hyuk ( South Korea ) 1:16.47,O B-PER I-PER O B-LOC I-LOC O O
2747,6. Inoue Junichi ( Japan ) 1:16.61,O B-PER I-PER O B-LOC O O
2748,7. Gerard Van Velde ( Netherlands ) 1:16.63,O B-PER I-PER I-PER O B-LOC O O
2749,8. Kim Yoon-man ( South Korea ) 1:16.75,O B-PER I-PER O B-LOC I-LOC O O
2750,9. Jeremy Wotherspoon ( Canada ) 1:16.75,O B-PER I-PER O B-LOC O O
2751,10. Miyabe Yasunori ( Japan ) 1:16.86,O B-PER I-PER O B-LOC O O
2752,"Women 's 1,000 metres first round :",O O O O O O O
2753,1. Franziska Schenk ( Germany ) 1:23.17,O B-PER I-PER O B-LOC O O
2754,2. Kusunose Shiho ( Japan ) 1:24.77,O B-PER I-PER O B-LOC O O
2755,3. Marianne Timmer ( Netherlands ) 1:24.86,O B-PER I-PER O B-LOC O O
2756,4. Anka Baier ( Germany ) 1:25.16,O B-PER I-PER O B-LOC O O
2757,5. Becky Sundstrom ( U.S. ) 1:25.39,O B-PER I-PER O B-LOC O O
2758,6. Shimazaki Kyoko ( Japan ) 1:25.51,O B-PER I-PER O B-LOC O O
2759,7. Oksana Ravllova ( Russia ) 1:25.55,O B-PER I-PER O B-LOC O O
2760,8. Sammiya Eriko ( Japan ) 1:25.79,O B-PER I-PER O B-LOC O O
2761,9. Chris Witty ( U.S. ) 1:25.85,O B-PER I-PER O B-LOC O O
2762,10. Xue Rulhong ( China ) 1:25.89,O B-PER I-PER O B-LOC O O
2763,-DOCSTART- ALPINE SKIING-OFFICIALS HOPE TO SALVAGE WORLD CUP WEEKEND .,O O O O O O B-MISC I-MISC O O
2764,"WHISTLER , British Columbia 1996-12-06",B-LOC O B-LOC I-LOC O
2765,World Cup ski officials hope to be able to get in at least one men 's downhill training run on Saturday in an effort to salvage the weekend racing programme .,B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2766,"For the third consecutive day , Friday 's scheduled training runs were cancelled due to heavy wet snow and fog on Whistler Mountain , leaving the scheduled World Cup events in jeopardy .",O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O B-MISC I-MISC O O O O
2767,Rules call for at least one training run to be completed before a World Cup downhill race can be staged .,O O O O O O O O O O O O O B-MISC I-MISC O O O O O O
2768,"Organisers hope to get that run in on Saturday morning , conditions permitting , and stage the race later in the day or on Sunday .",O O O O O O O O O O O O O O O O O O O O O O O O O O
2769,""" There was no possibility today to make a training run , "" said Bernd Zobel , the Canadian men 's national coach , citing too much new snow and poor visibility .",O O O O O O O O O O O O O O B-PER I-PER O O B-MISC O O O O O O O O O O O O O O
2770,"If organisers are forced to run the downhill on Sunday , the super-giant slalom originally scheduled for Sunday would likely be abandoned .",O O O O O O O O O O O O O O O O O O O O O O O
2771,-DOCSTART- SOCCER - LEADING SCOTTISH PREMIER DIVISION SCORERS .,O O O O B-MISC I-MISC I-MISC O O
2772,GLASGOW 1996-12-07,B-LOC O
2773,Leading goalscorers in the,O O O O
2774,Scottish premier division after Saturday 's matches :,B-MISC I-MISC O O O O O O
2775,"10 - Billy Dodds ( Aberdeen ) , Pierre Van Hooydonk ( Celtic )",O O B-PER I-PER O B-ORG O O B-PER I-PER I-PER O B-ORG O
2776,9 - Paul Gascoigne ( Rangers ),O O B-PER I-PER O B-ORG O
2777,"7 - Paul Wright ( Kilmarnock ) , Ally McCoist ( Rangers )",O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O
2778,"6 - Andreas Thom ( Celtic ) , Dean Windass ( Aberdeen ) ,",O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O O
2779,"Brian Laudrup ( Rangers ) , Darren Jackson",B-PER I-PER O B-ORG O O B-PER I-PER
2780,( Hibernian ),O B-ORG O
2781,"5 - Peter van Vossen ( Rangers ) , Gerry Britton",O O B-PER I-PER I-PER O B-ORG O O B-PER I-PER
2782,"( Dunfermline ) , Colin Cameron ( Hearts ) , Robert",O B-ORG O O B-PER I-PER O B-ORG O O B-PER
2783,"Winters ( Dundee United ) , Paolo Di Canio ( Celtic ) .",B-PER O B-ORG I-ORG O O B-PER I-PER I-PER O B-ORG O O
2784,-DOCSTART- SOCCER - LEADING ENGLISH GOALSCORERS .,O O O O B-MISC O O
2785,LONDON 1996-12-07,B-LOC O
2786,Leading goalscorers in the English,O O O O B-MISC
2787,premier league after Saturday 's matches :,O O O O O O O
2788,13 - Ian Wright ( Arsenal ),O O B-PER I-PER O B-ORG O
2789,"9 - Fabrizio Ravanelli ( Middlesbrough ) , Alan Shearer",O O B-PER I-PER O B-ORG O O B-PER I-PER
2790,( Newcastle ),O B-ORG O
2791,"8 - Matthew Le Tissier ( Southampton ) , Dwight Yorke ( Aston",O O B-PER I-PER I-PER O B-ORG O O B-PER I-PER O B-ORG
2792,"Villa ) , Les Ferdinand ( Newcastle ) , Efan Ekoku ( Wimbledon ) ,",B-ORG O O B-PER I-PER O B-ORG O O B-PER I-PER O B-LOC O O
2793,Gianluca Vialli ( Chelsea ),B-PER I-PER O B-ORG O
2794,"7 - Robbie Earle ( Wimbledon ) , Les Ferdinand ( Newcastle )",O O B-PER I-PER O B-LOC O O B-PER I-PER O B-ORG O
2795,"6 - Marcus Gayle ( Wimbledon ) , Gary Speed ( Everton ) , Chris",O O B-PER I-PER O B-LOC O O B-PER I-PER O B-ORG O O B-PER
2796,Sutton ( Blackburn ),B-PER O B-ORG O
2797,"5 - Robbie Fowler ( Liverpool ) , Steve McManaman ( Liverpool )",O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O
2798,4 - Peter Beardsley ( Newcastle ) .,O O B-PER I-PER O B-ORG O O
2799,-DOCSTART- SOCCER - NORTHERN IRELAND PREMIER DIVISION RESULTS / STANDINGS .,O O O B-LOC I-LOC O O O O O O
2800,LONDON 1996-12-07,B-LOC O
2801,Results of Northern Ireland premier,O O B-LOC I-LOC O
2802,division matches on Saturday :,O O O O O
2803,Ards 0 Crusaders 0,B-ORG O B-ORG O
2804,Cliftonville 1 Portadown 1,B-ORG O B-ORG O
2805,Glenavon 2 Linfield 1,B-ORG O B-ORG O
2806,Glentoran 1 Coleraine 0,B-ORG O B-ORG O
2807,"Standings ( tabulated - played , won , drawn , lost , goals for ,",O O O O O O O O O O O O O O O
2808,"goals against , points ) :",O O O O O O
2809,Coleraine 10 7 1 2 18 11 22,B-ORG O O O O O O O
2810,Linfield 10 4 3 3 13 10 15,B-ORG O O O O O O O
2811,Crusaders 10 3 4 3 11 9 13,B-ORG O O O O O O O
2812,Glenavon 10 3 4 3 15 14 13,B-ORG O O O O O O O
2813,Glentoran 10 3 3 4 18 18 12,B-ORG O O O O O O O
2814,Portadown 9 3 3 3 11 12 12,B-ORG O O O O O O O
2815,Ards 10 3 2 5 12 17 11,B-ORG O O O O O O O
2816,Cliftonville 9 1 4 4 5 12 7,B-ORG O O O O O O O
2817,-DOCSTART- RUGBY UNION - BRITISH RESULTS .,O B-ORG I-ORG O O O O
2818,LONDON 1996-12-07,B-LOC O
2819,Results of British rugby union,O O B-MISC O O
2820,matches on Saturday :,O O O O
2821,Pilkington Cup fourth round,B-MISC I-MISC O O
2822,Reading 50 Widnes 3,B-ORG O B-ORG O
2823,English division one,B-MISC O O
2824,Bath 35 Harlequins 20,B-ORG O B-ORG O
2825,Gloucester 29 London Irish 19,B-ORG O B-ORG I-ORG O
2826,Orrell 22 West Hartlepool 15,B-ORG O B-ORG I-ORG O
2827,Wasps 15 Bristol 13,B-ORG O B-ORG O
2828,Welsh division one,B-MISC O O
2829,Caerphilly 20 Cardiff 34,B-ORG O B-ORG O
2830,Llanelli 97 Newbridge 10,B-ORG O B-ORG O
2831,Newport 45 Dunvant 22,B-ORG O B-ORG O
2832,Pontypridd 53 Bridgend 9,B-ORG O B-ORG O
2833,Swansea 49 Neath 10,B-ORG O B-ORG O
2834,Treorchy 13 Ebbw Vale 17,B-ORG O B-ORG I-ORG O
2835,Scottish division one,B-MISC O O
2836,Boroughmuir 31 Watsonians 35,B-ORG O B-ORG O
2837,-DOCSTART- SOCCER - SCOTTISH PREMIER DIVISION SUMMARIES .,O O O B-MISC O O O O
2838,GLASGOW 1996-12-07,B-LOC O
2839,Summaries of Scottish premier division matches played on Saturday :,O O B-MISC O O O O O O O
2840,"Dunfermline 2 ( Millar 43 , 46 penalty ) Aberdeen 3 ( Miller 10 , Rowson 55 , Windass 78 ) .",B-ORG O O B-PER O O O O O B-ORG O O B-PER O O B-PER O O O O O O
2841,Halftime 1-1 .,O O O
2842,"Attendance : 5,465",O O O
2843,Hearts 0 Raith 0 .,B-ORG O B-ORG O O
2844,"10,719",O
2845,"Kilmarnock 0 Dundee United 2 ( Olafsson 22 , 51 ) .",B-ORG O B-ORG I-ORG O O B-PER O O O O O
2846,0-1 .,O O
2847,"5,812",O
2848,"Motherwell 2 ( Davies 39 , Ross 89 ) Celtic 1 ( Hay 83 ) .",B-ORG O O B-PER O O B-PER O O B-ORG O O B-PER O O O
2849,1-0 .,O O
2850,"11,589",O
2851,"Rangers 4 ( Ferguson 34 , McCoist 71 74 , Laudrup 83 ) Hibernian 3 ( Wright 21 , Jackson 41 , McGinlay 86 ) .",B-ORG O O B-PER O O B-PER O O O B-PER O O B-ORG O O B-PER O O B-PER O O B-PER O O O
2852,1-2 .,O O
2853,"48,053 .",O O
2854,-DOCSTART- RUGBY UNION - RETIRING CAMPESE WEIGHS UP OPTIONS .,O B-ORG I-ORG O O B-PER O O O O
2855,LONDON 1996-12-07,B-LOC O
2856,David Campese will consider offers to play club rugby in England but looks more likely to spend the next year chasing business opportunities in Australia .,B-PER I-PER O O O O O O O O B-LOC O O O O O O O O O O O O O B-LOC O
2857,"The 34-year-old winger played his final game in a Wallaby jersey on Saturday but is currently a target for clubs eager to match London side Saracens who have already snapped up Francois Pienaar , Michael Lynagh and Philippe Sella .",O O O O O O O O O B-ORG O O O O O O O O O O O O O B-LOC O B-ORG O O O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O
2858,""" If the opportunity is there I 'd obviously think about it but the thing that holds me back is business , "" said Campese .",O O O O O O O O O O O O O O O O O O O O O O O O B-PER O
2859,""" I 'd like to come over but there are a lot of things happening at home .",O O O O O O O O O O O O O O O O O O
2860,"I 've also got a contract to play for New South Wales in the Super 12 next year . """,O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O
2861,Former Wallaby captain Nick Farr-Jones believes Campese may yet be tempted to England .,O B-ORG O B-PER I-PER O B-PER O O O O O B-LOC O
2862,""" I 'm sure there are a few people in England who 'd be delighted to have David Campese in their club 's jersey , "" he said .",O O O O O O O O O O B-LOC O O O O O O B-PER I-PER O O O O O O O O O O
2863,-DOCSTART- SOCCER - ENGLISH PREMIER LEAGUE SUMMARIES .,O O O B-MISC O O O O
2864,LONDON 1996-12-07,B-LOC O
2865,Summaries of English premier,O O B-MISC O
2866,lealgue matches on Saturday :,O O O O O
2867,"Arsenal 2 ( Adams 45 , Vieira 90 ) Derby 2 ( Sturridge 62 , Powell",B-ORG O O B-PER O O B-PER O O B-ORG O O B-PER O O B-PER
2868,71 ) .,O O O
2869,Halftime 1-0 .,O O O
2870,"Attendance : 38,018",O O O
2871,"Chelsea 2 ( Zola 12 , Vialli 55 ) Everton 2 ( Branch 17 ,",B-ORG O O B-PER O O B-PER O O B-ORG O O B-PER O O
2872,Kanchelskis 28 ) .,B-PER O O O
2873,1-2 .,O O
2874,"28,418",O
2875,"Coventry 1 ( Whelan 60 ) Tottenham 2 ( Sheringham 27 , Sinton 75 ) .",B-ORG O O B-PER O O B-ORG O O B-PER O O B-PER O O O
2876,0-1 .,O O
2877,"19,675",O
2878,Leicester 1 ( Marshall 78 ) Blackburn 1 ( Sutton 34 ) .,B-ORG O O B-PER O O B-ORG O O B-PER O O O
2879,0-1 .,O O
2880,"19,306",O
2881,Liverpool 0 Sheffield Wednesday 1 ( Whittingham 22 ) .,B-ORG O B-ORG I-ORG O O B-PER O O O
2882,0-1 .,O O
2883,"39,507",O
2884,Middlesbrough 0 Leeds 0 .,B-ORG O B-ORG O O
2885,"30,018",O
2886,Southampton 0 Aston Villa 1 ( Townsend 34 ) .,B-ORG O B-ORG I-ORG O O B-PER O O O
2887,0-1 .,O O
2888,"15,232",O
2889,"Sunderland 1 ( Melville 83 ) Wimbledon 3 ( Ekoku 8 , 29 , Holdsworth",B-ORG O O B-PER O O B-LOC O O B-PER O O O O B-PER
2890,89 ) .,O O O
2891,0-2 .,O O
2892,"19,672 .",O O
2893,-DOCSTART- SOCCER - SCOTTISH LEAGUE STANDINGS .,O O O B-MISC O O O
2894,GLASGOW 1996-12-07,B-LOC O
2895,Scottish league standings after,B-MISC O O O
2896,"Saturday 's matches ( tabulated - played , won , drawn , lost , goals",O O O O O O O O O O O O O O O
